Doctor Name,Address,PTR
LUMANLAN GENE PAUL,RIVERA MEDICAL CENTER,nan
MABANG  JEHAN AIZA,SOUTHERN PHILIPPINES MEDICAL CENTER,nan
MACAPAGAL RAMIL,METRO DAVAO MEDICAL AND RESEARCH CENTER,nan
MACROHON JOE RICH,METRO DAVAO MEDICAL AND RESEARCH CENTER,nan
MADAYAG JOYCE,METRO DAVAO MEDICAL AND RESEARCH CENTER,nan
MADONNA AUJERO,NOT SPECIFIED,nan
MADUAY  MELINDA,ST. CAMILLUS HOSPITAL,nan
MAGALLANES JOMAR,MEDICAL MISSION GROUP HOSPITAL (TAGUM),nan
MAGALLANES JONRAY,METRO DAVAO MEDICAL AND RESEARCH CENTER,nan
MANAGBANAG LENITA,SOUTHERN PHILIPPINES MEDICAL CENTER,nan
MANALAYSAY TRISHA,METRO DAVAO MEDICAL AND RESEARCH CENTER,nan
MANDAWE ARVI JOYCE,ST. CAMILLUS HOSPITAL,nan
MANGILET MARILYN,TAGUM MEDICAL CITY,nan
MANIBPEL SHARIFF AMAORI,TAGUM MEDICAL CITY,nan
MANIWANG DAVE,RIVERA MEDICAL CENTER,nan
MARTIN ANNE KRISTINE,MEDICAL MISSION GROUP HOSPITAL (TAGUM),nan
MATILAC ALRIE,PHSMB HEALTH CARE AND ABC,nan
MATUTES WILFREDO,MATUTES HOSPITAL,nan
MEDINA ALVIN,TAGUM MEDICAL CITY,nan
MIONES-BABIERA PRINCES HERGE,PHSMB HEALTH CARE AND ABC,nan
MIRTEJE JANET,NOT SPECIFIED,nan
NAVARRO ALFRED DANIEL,TAGUM GLOBAL HOSPITAL,nan
NINAL OLIVE,SOMOSO HOSPITAL,nan
NISPEROS BERNADETTE,MEDICAL MISSION GROUP HOSPITAL (TAGUM),nan
NORDEN JAMEL,TAGUM MEDICAL CITY,nan
OMPANG JURGEN,NOT SPECIFIED,nan
ONG RIZZA,SOUTHERN PHILIPPINES MEDICAL CENTER,nan
ORCASITAS JESSIE,METRO DAVAO MEDICAL AND RESEARCH CENTER,nan
ORQUIO JOSEPH,CITY MEDICAL LABORATORY (TAGUM),107282.0
OSABEL MITZIE LOU,TAGUM MEDICAL CITY,nan
OSOPRIO JIM,TAGUM MEDICAL CITY,nan
PANGARINTAO WIJUN,NOT SPECIFIED,nan
PANUDA JOSE PAULO,METRO DAVAO MEDICAL AND RESEARCH CENTER,nan
PANUDA MA. CARISSA ABIGAIL,METRO DAVAO MEDICAL AND RESEARCH CENTER,nan
PARILLA  XIRXIZ,DAVAO DOCTORS AND DIAGNOSTICS CENTER,nan
PARRENAS HERNANDO,MAWAB MEDICAL HOSPITAL,nan
PASAWA MONIKKA,BITOY POLYMEDIC HOSPITAL,nan
PASCUA MARLON,PASCUA MEDICAL CLINIC,nan
PASSION JESTER,PASSION MEDICAL CLINIC,nan
PELIGRINO RAMCIS,MEDICAL MISSION GROUP HOSPITAL (TAGUM),nan
PLACIBELLA SALEGON,SAN PEDRO HOSPITAL,nan
PORCADILLA BENJAY,DAVAO ORIENTAL PROVINCIAL MEDICAL CENTER,nan
PORTICOS ANNA REA,NOT SPECIFIED,nan
PORTICOS FRANCIS,NOT SPECIFIED,nan
PORZA JERRY WAHAB,METROPOLITAN SPECIALIST,nan
PRUDENCIO THERESA LEONA,MEDICAL MISSION GROUP HOSPITAL (TAGUM),nan
PRUDENCIO  MARIO ANGELITO,MEDICAL MISSION GROUP HOSPITAL (TAGUM),nan
PUNAY SONDE CHRIS,METRO DAVAO MEDICAL AND RESEARCH CENTER,nan
PUNO GLENN,METROPOLITAN SPECIALIST,nan
QUEREQUINCIA KAREN,METRO DAVAO MEDICAL AND RESEARCH CENTER,nan
QUILISADIO JOHN ELMER,TAGUM MEDICAL CITY,nan
QUINO HEIDE,NOT SPECIFIED,nan
QUIPANES ETHEL,QUIPANES MEDICAL CLINIC,nan
QUITAIN  DENNIS,SAN PEDRO HOSPITAL,nan
RAMOS  SUSANA,TAGUM DOCTORS  HOSPITAL,nan
RAZO  LLYOD FYL,RAZO MEDICAL HOSPITAL,nan
RAZUL  RUDOLPH ALLAN,BITOY POLYMEDIC HOSPITAL,nan
REYES LANCE EDRIC,MEDICAL MISSION GROUP HOSPITAL (TAGUM),nan
RIVERA RAMON,RIVERA MEDICAL CENTER,nan
RIVERA RAMON MIGUEL,RIVERA MEDICAL CENTER,nan
RIVERA PRINCESS MICHELLE,RIVERA MEDICAL CENTER,nan
ROA KRISTOFFER ROLAND,NOT SPECIFIED,nan
ROA JANICE,NOT SPECIFIED,nan
RODRIGUEZ VIKKI DARL,MEDICAL MISSION GROUP HOSPITAL (TAGUM),nan
ROFLO  JUANCHO DAVE,ROFLO MEDICAL CLINIC,nan
ROSA LILGEN FAITH,BAGSIC MEDICAL CLINIC,nan
RUBIO GENER,SAN PEDRO HOSPITAL,nan
SAAVEDRA MELVIN,NOT SPECIFIED,nan
SALVADO  ARTHUR,SAN PEDRO HOSPITAL,nan
SASING RUSSEL,NOT SPECIFIED,nan
SEGOCIO DONNIE JAN,RIVERA MEDICAL CENTER,nan
SELGA ANDREW,SAN PEDRO HOSPITAL,nan
SERAME LYNN MAE,METRO DAVAO MEDICAL AND RESEARCH CENTER,nan
SISTOZA JOJILENE,NOT SPECIFIED,nan
SOLIS SUZETTE,NOT SPECIFIED,nan
SOMOSO ANITA,SOMOSO HOSPITAL,nan
TAGSA JOHN MICHEAL,MEDICAL MISSION GROUP HOSPITAL (TAGUM),nan
TAN ANGELA LIBBY,METRO DAVAO MEDICAL AND RESEARCH CENTER,nan
TAN RALPH JEFFERSON,METRO DAVAO MEDICAL AND RESEARCH CENTER,nan
TAN  YVETTE,METRO DAVAO MEDICAL AND RESEARCH CENTER,nan
TATAD FREDERICK,TAGUM MEDICAL CITY,nan
TIONGCO ALAN,ALVE MEDICAL CLINIC,nan
TOLENTINO GIDEON,TAGUM MEDICAL CITY,nan
TOLENTINO FLORENCIA,NOT SPECIFIED,nan
TORNO LARISSA,DAVAO MEDICAL SCHOOL FOUNDATION,nan
TORRE ARISFINA,PERPETUAL POLYCLINIC,nan
UY GLENN DARYLLE,TAGUM MEDICAL CITY,nan
UY  CHRISTINA,SAN PEDRO HOSPITAL,nan
VALLES ATHENA,METRO DAVAO MEDICAL AND RESEARCH CENTER,nan
VEGA SUSANA,SAN PEDRO HOSPITAL,nan
VILLARIN  JINGLE,MEDICUS MEDICAL CLINIC,nan
VILLAVER JAZZEL LOU,MEDICAL MISSION GROUP HOSPITAL (TAGUM),nan
WAGAS PRINCESS,NOT SPECIFIED,nan
WONG  CHARMAINE,SAN PEDRO HOSPITAL,nan
YARRA GIL,PERPETUAL POLYCLINIC,nan
ZAMORAS CATHERINE,ZAMORAS MEDICAL CLINIC,nan
AGCAOILI-CONDE JENNIELYN,PERPETUAL HELP MEDICAL CENTER,nan
AGUILAR RAYMUND,MEDICARD,nan
AGUILAR JUAN RAFAEL,ASIAN HOSPITAL AND MEDICAL CENTER,nan
AGUSTIN SILVER ROSE,ALABANG MEDICAL CENTER-MONTILLANO,nan
ALVAREZ LEILANIE,KERALTY CLINIC FESTIVAL,nan
ALVIAR TED,ALVIAR DIAGNOSTICS,nan
AMORANTO ROGELIO,MEDICAL CENTER MUNTINLUPA,nan
ARADA RAPHAEL BENJAMIN,ASIAN HOSPITAL AND MEDICAL CENTER,nan
ARGANA MARIVIC,MEDICARD,nan
BAGASINO MARY JILL,ALABANG MEDICAL CENTER-MONTILLANO,nan
BALGUA JEREMIAS JR.,ASIAN HOSPITAL AND MEDICAL CENTER,nan
BAYBAY ARBY,ASIAN HOSPITAL AND MEDICAL CENTER,nan
BERNARDO  CARLO ALBERTO,PERPETUAL HELP MEDICAL CENTER,nan
BILAR ENRIQUE,PERPETUAL HELP MEDICAL CENTER,nan
BILAR LYNN,ASIAN HOSPITAL AND MEDICAL CENTER,nan
BOONGALING MARY ERVIE,MEDICAL CENTER MUNTINLUPA,nan
CALIBUSO WILNIEL BRIAN MCM,MEDICAL CENTER MUNTINLUPA,nan
CALIMON MARY ANN,MEDICAL CENTER MUNTINLUPA,nan
CALINISAN ROMMEL,ASIAN HOSPITAL AND MEDICAL CENTER,nan
CAPUNO BERNARDO III,PERPETUAL HELP MEDICAL CENTER,nan
CARPIO GIAN CARLO,ASIAN HOSPITAL AND MEDICAL CENTER,121015.0
CASTILLO CONSTANTINO III,ASIAN HOSPITAL AND MEDICAL CENTER,nan
CASTRO ARTURO JR.,ASIAN HOSPITAL AND MEDICAL CENTER,nan
CENIZA AGUSTIN,ASIAN HOSPITAL AND MEDICAL CENTER,82572.0
COMIA  ANTONIO,ASIAN HOSPITAL AND MEDICAL CENTER,nan
COSA-PANLIBUTO MICHELLE MCM,MEDICAL CENTER MUNTINLUPA,nan
CRISOSTOMO SOTERO,PERPETUAL HELP MEDICAL CENTER,nan
CUNTAPAY GIO - AMC,ASIAN HOSPITAL AND MEDICAL CENTER,nan
DE VELEZ NOEL,MEDICARD,nan
DELA CRUZ VERLENE,ALABANG MEDICAL CENTER-MONTILLANO,nan
DELOS REYES CHRISTOPHER,ASIAN HOSPITAL AND MEDICAL CENTER,nan
DIWA LY-ANN,ASIAN HOSPITAL AND MEDICAL CENTER,nan
DOROMAL CANDY LOU,MEDICARD,nan
ELARDO SALVATORE JULIANO - MCM,MEDICAL CENTER MUNTINLUPA,nan
FACTORIZA DESIREE - MCM,MEDICAL CENTER MUNTINLUPA,nan
FELIPE RHEY ANTHONY,MYHEALTH CLINIC FESTIVAL,nan
FLORENTINO ALFONSO,PERPETUAL HELP MEDICAL CENTER,nan
FUENTES  DENNIS,PERPETUAL HELP MEDICAL CENTER,nan
FUENTES  FRANCISCO,ALABANG MEDICAL CENTER-MONTILLANO,nan
FUNTILA ROMEO JR.,LAS PIÑAS DOCTORS HOSPITAL,nan
GALINDEZ CINIELLE MCM,MEDICAL CENTER MUNTINLUPA,nan
GAMBOA ALDRIN,ASIAN HOSPITAL AND MEDICAL CENTER,nan
GARCIA SHANE ERWIN,PERPETUAL HELP MEDICAL CENTER,nan
GERONIMO ANGELITO,MEDICAL CENTER MUNTINLUPA,nan
GREGORIO MARIA TAMIKO,PERPETUAL HELP MEDICAL CENTER,nan
GUEVARRA DANIEL,PERPETUAL HELP MEDICAL CENTER,nan
GULINAO ISAGANI,ALABANG MEDICAL CENTER-MONTILLANO,nan
HADAP DEMETRIO,ASIAN HOSPITAL AND MEDICAL CENTER,nan
HERRERA LENOR,ASIAN HOSPITAL AND MEDICAL CENTER,nan
IBARRA JOSEF,ASIAN HOSPITAL AND MEDICAL CENTER,nan
ILAO JOSEPH,HI-PRECISION DIAGNOSTICS,nan
JACINTO CESAR III,ALABANG MEDICAL CENTER-MONTILLANO,nan
JIMENEZ  ALVIN,LAS PIÑAS DOCTORS HOSPITAL,nan
JOSE JUAN ROBERTO,ALABANG MEDICAL CENTER-MONTILLANO,nan
KIOCHO MARA ANGELI,PERPETUAL HELP MEDICAL CENTER,nan
LABRADOR MIA ARABELLE,ALABANG MEDICAL CENTER-MONTILLANO,nan
LAO JONATHAN GIL,ASIAN HOSPITAL AND MEDICAL CENTER,nan
LAT KAREN LOISE,PERPETUAL HELP MEDICAL CENTER,nan
LAWENKO RONA MARIE,ASIAN HOSPITAL AND MEDICAL CENTER,nan
LENON EMMANUEL,ASIAN HOSPITAL AND MEDICAL CENTER,nan
LIMSON CHEERISH,HEALTHWAY CLINIC FESTIVAL,nan
LLANTO GIL MIKHAIL,PERPETUAL HELP MEDICAL CENTER,nan
LONTOK MARIE ANTIONETTE,ASIAN HOSPITAL AND MEDICAL CENTER,nan
LONTOK MARCELJOS - MCM,MEDICAL CENTER MUNTINLUPA,nan
LOPEZ ALEXA FEI - MCM,MEDICAL CENTER MUNTINLUPA,nan
LUA JARDINE,LAS PIÑAS DOCTORS HOSPITAL,nan
LUCIDO JOHN ROBIN,PERPETUAL HELP MEDICAL CENTER,nan
LUNA MELANIE,KERALTY CLINIC FESTIVAL,nan
MACALALAG ROLANDO,ALABANG MEDICAL CENTER-MONTILLANO,nan
MAGSUMBOL KATHERINE,KERALTY CLINIC FESTIVAL,nan
MALVAR ALLAN,ASIAN HOSPITAL AND MEDICAL CENTER,nan
MARCELO ARLENE,PERPETUAL HELP MEDICAL CENTER,nan
MORALES FILEMON,PERPETUAL HELP MEDICAL CENTER,nan
NOLASCO EULENIA,ASIAN HOSPITAL AND MEDICAL CENTER,nan
NOVENARIO JOSE CELSO,ASIAN HOSPITAL AND MEDICAL CENTER,nan
OCAMPO KARL VINCENT - MCM,MEDICAL CENTER MUNTINLUPA,nan
OCUMA RALPHYN,MEDICARD,nan
PABELICO CHRISTINE ANN,PERPETUAL HELP MEDICAL CENTER,nan
PATDU JACKY,MEDICAL CENTER MUNTINLUPA,nan
PRODIGALIDAD JOSE VICENTE,ASIAN HOSPITAL AND MEDICAL CENTER,nan
QUINO ALVIN,ASIAN HOSPITAL AND MEDICAL CENTER,nan
RAMOS BENJAMIN,ASIAN HOSPITAL AND MEDICAL CENTER,nan
RAMOS ELIZABETH GAIL,PERPETUAL HELP MEDICAL CENTER,nan
REGALADO-NER MA. TERESA,KERALTY CLINIC FESTIVAL,nan
REYES LOU CHRIS ALLEN,ASIAN HOSPITAL AND MEDICAL CENTER,nan
ROLDAN KAYE,MEDICARD,nan
ROMERO RONALD,PERPETUAL HELP MEDICAL CENTER,nan
RUNEZ MARIA NELIA,ASIAN HOSPITAL AND MEDICAL CENTER,nan
SALGADO CHRISTINE,PERPETUAL HELP MEDICAL CENTER,nan
SALILENG  SILVERIO,ASIAN HOSPITAL AND MEDICAL CENTER,nan
SAULOG ROLANDO,ASIAN HOSPITAL AND MEDICAL CENTER,nan
SEBOLLENA DAVE,PERPETUAL HELP MEDICAL CENTER,nan
SISON CHERRY,ALABANG MEDICAL CENTER-MONTILLANO,nan
SO-CABAHUG JACKLYN,ASIAN HOSPITAL AND MEDICAL CENTER,nan
SONGCO JAIME,ASIAN HOSPITAL AND MEDICAL CENTER,nan
SORONIO KIM ANTHONY,ASIAN HOSPITAL AND MEDICAL CENTER,nan
STA. MARIA HELGA,ASIAN HOSPITAL AND MEDICAL CENTER,nan
SUZARA KARLA MARIA,ASIAN HOSPITAL AND MEDICAL CENTER,nan
SY CESAR,ALABANG MEDICAL CENTER-MONTILLANO,nan
SY MARK LESTER,ASIAN HOSPITAL AND MEDICAL CENTER,nan
TAGUBA AUBREY,ASIAN HOSPITAL AND MEDICAL CENTER,nan
TAN RANDALL ISAAC,PERPETUAL HELP MEDICAL CENTER,nan
TERANTE GLENDA,HI-PRECISION DIAGNOSTICS,nan
TOLENTINO ENRICO,MEDICAL CENTER MUNTINLUPA,nan
TUMPALAN JERIEL JON,MEDICARD,nan
VISTAL HILDEGARDE,ASIAN HOSPITAL AND MEDICAL CENTER,nan
VIZCONDE EDELISA,MEDICAL CENTER MUNTINLUPA,nan
ZAMORA MARIA PAMELA,LAS PIÑAS DOCTORS HOSPITAL,nan
ZULUETA CESAR ANTONIO,LAS PIÑAS DOCTORS HOSPITAL,nan
ABELLA JOEL,DIGOS DOCTORS HOSPITAL,nan
ACOSTA SUSAN,Davao Doctors Hospital,nan
ALCANTARA ANNA MARGARITA,Alexian Brothers Clinic,nan
ALCASID ALEX,Davao Doctors Hospital,nan
ALEGARBES SUZETTE,Davao Doctors Hospital,nan
AMOGUIS LOWEL,UM Multitest,nan
AMPER SHERRY MAE,Ricardo Limso Medical Center,nan
ANG GUINEVERE,Davao Doctors Hospital,nan
ANGALA ANTHONY,Davao Doctors Hospital,nan
APORTADERA MARIA LUISA,Davao Doctors Hospital,nan
AQUITANIA GRACE,Davao Doctors Hospital,nan
ARSOLON CLARISSA,Davao Doctors Hospital,nan
ARTES WILFRED JR.,Kidapawan Specialist,nan
BALAZO VICENTE,DIGOS DOCTORS HOSPITAL,nan
BANGAYAN TOMMY,Davao Doctors Hospital,nan
BANICO RODELIE,Brokenshire Hospital,nan
BAREZ MARIE YVETTE,Davao Doctors Hospital,nan
BATALLA ELFRED,Davao Doctors Hospital,nan
BELISARIO MANUEL,Davao Doctors Hospital,nan
BELLO MARY HYACINTH,Medical Center of Digos Cooperative,nan
BELLO-MENDOZA SHAE ANNE,Alexian Brothers Clinic,nan
BENIGNOS MARK ANTHONY,Ricardo Limso Medical Center,nan
BENIGNOS MARILOU,Davao Doctors Hospital,nan
BERNARDO DIANE CARLA,Davao Doctors Hospital,nan
BRATO DEY,Davao Doctors Hospital,nan
BUENAVENTURA PAOLO,Brokenshire Hospital,nan
BUENAVENTURA EDGARDO,Brokenshire Hospital,nan
BUENDICHO ARLON,Kidapawan Specialist,nan
BUXANI NARESH,Kidapawan Specialist,nan
CABICO DINAH,Kidapawan City,nan
CALAWEN GEMMA,Kidapawan City,nan
CAMARAO WARNER,MALTA MEDICAL CENTER,nan
CAMBRONERO RODOLFO,CAMBRONERO CLINIC,nan
CAMIQUE NOEL,Kidapawan City,nan
CARPIO MA. LUISA,Davao Doctors Hospital,nan
CARPIO MARIA LUISA,Davao Doctors Hospital,nan
CASTILLO CELIA,Davao Doctors Hospital,nan
CASTILLO EUGENE MYRA,CEM MEDICAL SPECIALIST HOSPITAL,nan
CAVALIDA VICENTE,DIGOS DOCTORS HOSPITAL,nan
CHEN CRISTINA,Kidapawan City,nan
CHEN JR. CHUA,MADONNA HOSPITAL,nan
CHIEW BERNARD,Davao Doctors Hospital,nan
CHIN  INOFEL,"Digos City, Davao del Sur",nan
CLERIGO ESTRELLA,MADONNA HOSPITAL,nan
COCHING RAUL MARTIN,Davao Doctors Hospital,nan
CRUZ-DIZON JAN NATHLEEN,Kidapawan City,nan
DEL ROSARIO JOSE NICANOR,Brokenshire Hospital,nan
DELA PAZ DANIEL,Davao Doctors Hospital,nan
DILLERA KARL PAOLO,Kidapawan City,nan
DIMAANO EXEQUIEL,Kidapawan City,nan
DIZON JOHN RYAN,Kidapawan City,nan
DOROMAL JOAN,Ricardo Limso Medical Center,nan
DOROMAL MICHAEL ANGELO,DIGOS DOCTORS HOSPITAL,nan
DY CLOSAS ALFAND MARL,Davao Doctors Hospital,nan
EMBALSADO CHRISTOPHER,Kidapawan Specialist,nan
ENOJO JAY-R,Brokenshire Hospital,nan
ESCUDERO  OSCAR,Davao Doctors Hospital,nan
ESTANISLAO BIEN CARLO,Davao Doctors Hospital,nan
EVORA AMOR,Davao Doctors Hospital,nan
FERNANDEZ CLINT IVAN,DIGOS DOCTORS HOSPITAL,nan
FLORESCA JR. DOROTHEO,Davao Doctors Hospital,nan
FRANCISCO-MASACUPAN AISA KATRINA,Davao Doctors Hospital,nan
FUENTES CECILIA,Community Health and Development Center,nan
GATDULA FRANCIS JAMES,Kidapawan Specialist,nan
GO-ONG GIANNINA,Davao Doctors Hospital,nan
GONZALES SYLVESTRE,Davao Doctors Hospital,nan
GUILLERMO DHARYL,ST. JOHN HOSPITAL,nan
GUINMAPANG AMOR,"MIDSAYAP, NORTH COTABATO",nan
HERRERA MELANIE THERESA,Davao Doctors Hospital,nan
HO FRANCIS,Brokenshire Hospital,nan
IBRAHIM AHLIAH,Davao Doctors Hospital,nan
LACUNA ARLYNN,Davao Doctors Hospital,nan
LAFORTEZA ALEXIS  ROBERTO,Community Health and Development Center,nan
LAGANAO ABEGAIL,Brokenshire Hospital,nan
LAGAPA EUVIN PAUL,Davao Doctors Hospital,nan
LANAWAN LEDA MAY,DIGOS DOCTORS HOSPITAL,nan
LAQUIHON NIEL HUMPREY,Kidapawan City,nan
LASALA MIGUELITO,DIGOS DOCTORS HOSPITAL,nan
LAYOG BEATRICE APRIL,"Digos City, Davao del Sur",nan
LAYOG ALLISTER VINCENT,DIGOS DOCTORS HOSPITAL,nan
LEE MAY AILEEN,Davao Doctors Hospital,nan
LINAWAGAN ANGELO,LINAWAGAN CLINIC,nan
LLAGUNO LINDY,Davao Doctors Hospital,nan
LOBERIZA JOE MARIE,"Digos City, Davao del Sur",nan
LOCSIN MA. IMELDA,Community Health and Development Center,nan
LOREQUE-PATROCINIO ZANIVEL,Kidapawan City,nan
LU LAWRENCE AMIR,Davao Doctors Hospital,nan
MABUNGA BIHILDIS,UM Multitest,nan
MACAPAGAL DESILU,Davao Doctors Hospital,nan
MAGNO JR. HANSEL,Brokenshire Hospital,nan
MAGPUSAO NELMA,Kidapawan Specialist,nan
MALALUAN NAMPHRIL,Kidapawan City,nan
MALAZA GELINEMAE,Medical Center of Digos Cooperative,nan
MANALAYSAY RACHELLE,Davao Doctors Hospital,nan
MANALAYSAY TRISHA MICHELLE,Davao Doctors Hospital,nan
MANSILLA PAMELA JOANN,Davao Doctors Hospital,nan
MANSUKHANI SUJATA MAY,Davao Doctors Hospital,nan
MANTOS-OCAT KATRINA BIANCA,Brokenshire Hospital,nan
MARANAN CLAUDINE DAYLE,Sunga Hospital,nan
MARCOS MERVIN,"Toril, Davao City",nan
MATA JOHN DAVID,"Digos City, Davao del Sur",nan
MERCADO JAMES,Davao Doctors Hospital,nan
MUDANZA EDWIN,Kidapawan Specialist,nan
MUDANZA SHERYL GRACE,Kidapawan Specialist,nan
MUDANZA JR. HENRY BONIFACIO,Kidapawan Specialist,nan
NATANAGARA R DANA ANDREW,Kidapawan Specialist,nan
OBED KIEREN,Community Health and Development Center,nan
OBILLOS CYNTHIA,Davao Doctors Hospital,nan
ONG ELEANOR,Davao Doctors Hospital,nan
ORCASITAS JESSIE,Brokenshire Hospital,nan
PADUA JR. ALFREDO,"MIDSAYAP, NORTH COTABATO",nan
PAGUE ELIZABETH,Ricardo Limso Medical Center,nan
PANUDA JOSE PAOLO,DIGOS DOCTORS HOSPITAL,nan
PILAPIL JUN,Davao Doctors Hospital,nan
PILAY ROMANITO,ST. JOHN HOSPITAL,nan
PORTAJE AMIE,"MLANG DOCTORS SPECIALIST,INC",nan
PUNAY SONDE CRIS,Brokenshire Hospital,nan
QUIBO-GALVADORES FLOIN JADE,Brokenshire Hospital,nan
RAGONTON GERALDINE,"MIDSAYAP, NORTH COTABATO",nan
RAMITIERRE EDGAR,Brokenshire Hospital,nan
RAMOS BERNARD,Brokenshire Hospital,nan
RAMOS JR. ENRIQUE,Community Health and Development Center,nan
RASHID HARIS,Brokenshire Hospital,nan
REYES RICARDO,DIGOS DOCTORS HOSPITAL,nan
ROBLES FE MYLA,DIGOS DOCTORS HOSPITAL,nan
RODELAS RUS CYAN JOSEF,Kidapawan City,nan
SALUD  DUANE,Davao Doctors Hospital,nan
SANCHEZ AUGUSTUS,Ricardo Limso Medical Center,nan
SANCHEZ-REGONDOLA JAY KARLOU,Davao Doctors Hospital,nan
SANTOS-BONJE ANNA THERESA,Community Health and Development Center,nan
SILLANO RADHA,Davao Doctors Hospital,nan
SIMON RUBY,Community Health and Development Center,nan
SINGANON JIMMY JOHN IVAN,Kidapawan Specialist,nan
SORIANO JAMES,Davao Doctors Hospital,nan
SORONGON JR. HERMAN,Davao Doctors Hospital,nan
SUNGA KEVIN CHRISTOPHER,"Digos City, Davao del Sur",nan
TAMAYO MARIA THERESA,Brokenshire Hospital,nan
TANJILI MARY GRACE,Brokenshire Hospital,nan
TANUDTANUD MARIA LEILA,"MIDSAYAP, NORTH COTABATO",nan
TARONGOY  ELI,TARONGOY MEDICAL CLINIC,nan
TESORO ANTHONY,Community Health and Development Center,nan
TILLO MIKE ANTHONY,DIGOS DOCTORS HOSPITAL,nan
TOLEDO CAMILLE,MADONNA HOSPITAL,132057.0
TOM MARK ANTHONY,Davao Doctors Hospital,nan
UY ROMULO,Davao Doctors Hospital,nan
UYKING-NARANJO MAY,Davao Doctors Hospital,nan
VARGAS PAULINE JEA,Kidapawan Specialist,nan
VELASCO AARON,Davao Doctors Hospital,nan
VELOSO JADE CYRIL,Brokenshire Hospital,nan
VERALLO SEAN FERGIE,Medical Center of Digos Cooperative,nan
VILLALON  JANIZA,Kidapawan Specialist,nan
WOODEN LOU IDES,Davao Doctors Hospital,nan
YAP MANUEL,Ricardo Limso Medical Center,nan
YBIERNAS JEANETTE,Davao Doctors Hospital,nan
ABLAZA PAUL JOHN,UST HOSPITAL,nan
ABRAHAN MARY ANN,CHINESE GENERAL HOSPITAL,nan
ALBA REBECCA,CHINESE GENERAL HOSPITAL,nan
ALBA WILLY,CHINESE GENERAL HOSPITAL,nan
ANDRES STEPHANIE,UST HOSPITAL,nan
ANG EVELYN,CHINESE GENERAL HOSPITAL,nan
ANTONIO SONNY,UST HOSPITAL,nan
ATANACIO AILEEN,MARY CHILES HOSPITAL,nan
BALILI CHARLENE,UST HOSPITAL,nan
BANTOLO ALENA,UST HOSPITAL,nan
BAUTISTA  JESELLE,UST HOSPITAL,nan
BAWAL DIONISE,UST HOSPITAL,nan
CABUS  CHARLES,CHINESE GENERAL HOSPITAL,nan
CANTERO  JOUELLA,CHINESE GENERAL HOSPITAL,nan
CHUA RACHELLE,CHINESE GENERAL HOSPITAL,nan
CHUA  ERIC,CHINESE GENERAL HOSPITAL,nan
CHUA CRISTINA,CHINESE GENERAL HOSPITAL,nan
CLEMENTE CHERIE GALLA,CHINESE GENERAL HOSPITAL,nan
CUNANAN ELAINE,UST HOSPITAL,nan
DACAYAN MARY ANN,UST HOSPITAL,nan
DE GUZMAN  WILSON,UST HOSPITAL,nan
DE LARA AILEEN CYNTHIA,UST HOSPITAL,nan
DE LEON FROILAN,UST HOSPITAL,nan
DEL CASTILLO  WELLENON,UST HOSPITAL,nan
DELA CRUZ  ALVIN,CHINESE GENERAL HOSPITAL,nan
DELA CRUZ  BERNICE,CHINESE GENERAL HOSPITAL,nan
DICO GO JOYCE,CHINESE GENERAL HOSPITAL,nan
DY TIMOTHY,CHINESE GENERAL HOSPITAL,nan
EBBA EDGARDO,UST HOSPITAL,nan
FONTE JAY,UST HOSPITAL,nan
GAN FLORENCE,UST HOSPITAL,nan
GARCIA BAYANI,UNITED DOCTORS MEDICAL CENTER,nan
GO RUBY,CHINESE GENERAL HOSPITAL,nan
GOMEZ FAYE,UST HOSPITAL,nan
GOMEZ MARIA HONOLINA,UST HOSPITAL,nan
GUIANG  JUDE,UST HOSPITAL,nan
KHO SJOBERG,UST HOSPITAL,nan
KOH ABNER,CHINESE GENERAL HOSPITAL,nan
LACSON JO ROCEL,UST HOSPITAL,nan
LAGUESMA  ROMINA,UST HOSPITAL,nan
LAPLANO ERIC,MEGACENTER DIAGNOSTICS,nan
LAVILLA MICHAEL,MARY CHILES HOSPITAL,nan
LEE NICA,CHINESE GENERAL HOSPITAL,nan
LIM DONDI,UST HOSPITAL,nan
LIM ALVIN,UST HOSPITAL,nan
LIM EDWARD,CHINESE GENERAL HOSPITAL,nan
LIM MICHAEL LOUIE,CHINESE GENERAL HOSPITAL,nan
LIM-BAGAY MELISSA,CHINESE GENERAL HOSPITAL,nan
LOPEZ  LIZETTE,UST HOSPITAL,nan
LORILLA  RICHARDSON,UST HOSPITAL,nan
LU-KOH  ROSIE,CHINESE GENERAL HOSPITAL,nan
LUCAS PAUL,MARY CHILES HOSPITAL,nan
LUGTU ISAIAH,CHINESE GENERAL HOSPITAL,nan
MACATANGAY LALAINE,Hi-PRECISION DIAGNOSTICS,nan
MALONG CHARITO,UST HOSPITAL,nan
MAPA HERALD,UST HOSPITAL,nan
MARAYAG  ERIC,UST HOSPITAL,nan
MARQUEZ  ALLEN,CHINESE GENERAL HOSPITAL,nan
MATAWARAN BIEN,UST HOSPITAL,nan
MATEO MARILYN,UST HOSPITAL,nan
MEMORACION  CAERALYNE,UST HOSPITAL,nan
MENDOZA  ERICK,UST HOSPITAL,nan
NARANJILLA  RAYMOND,UST HOSPITAL,nan
NATIVIDAD  PORSHIA,UST HOSPITAL,nan
NAVARRO  MARIE STELLA,UST HOSPITAL,nan
